,pair,word2vec_score,doctype,fromdate,todate
552,"('pedofilie', 'thijs')",-0.03987044095993042,adtrouwtelnrcvk,2014,2018
553,"('pedofilie', 'remco')",-0.10522984713315964,adtrouwtelnrcvk,2014,2018
554,"('pedofilie', 'wouter')",-0.11157902330160141,adtrouwtelnrcvk,2014,2018
555,"('pedofilie', 'thomas')",0.014124885201454163,adtrouwtelnrcvk,2014,2018
556,"('pedofilie', 'michiel')",-0.08844208717346191,adtrouwtelnrcvk,2014,2018
557,"('pedofilie', 'bram')",-0.005891127977520227,adtrouwtelnrcvk,2014,2018
558,"('gedwongen_prostitutie', 'teun')",-0.00941010657697916,adtrouwtelnrcvk,2014,2018
559,"('gedwongen_prostitutie', 'sander')",-0.008665056899189949,adtrouwtelnrcvk,2014,2018
560,"('gedwongen_prostitutie', 'bob')",-0.04240429773926735,adtrouwtelnrcvk,2014,2018
561,"('gedwongen_prostitutie', 'joost')",-0.021449143067002296,adtrouwtelnrcvk,2014,2018
562,"('gedwongen_prostitutie', 'maarten')",-0.03645113855600357,adtrouwtelnrcvk,2014,2018
563,"('gedwongen_prostitutie', 'matthijs')",-0.009472750127315521,adtrouwtelnrcvk,2014,2018
564,"('gedwongen_prostitutie', 'bas')",-0.06345853209495544,adtrouwtelnrcvk,2014,2018
565,"('gedwongen_prostitutie', 'roel')",0.02608279511332512,adtrouwtelnrcvk,2014,2018
566,"('gedwongen_prostitutie', 'joris')",0.005211810581386089,adtrouwtelnrcvk,2014,2018
567,"('gedwongen_prostitutie', 'jeroen')",-0.0709652528166771,adtrouwtelnrcvk,2014,2018
568,"('gedwongen_prostitutie', 'daan')",-0.025900784879922867,adtrouwtelnrcvk,2014,2018
569,"('gedwongen_prostitutie', 'lucas')",0.03912787884473801,adtrouwtelnrcvk,2014,2018
570,"('gedwongen_prostitutie', 'thijs')",0.03410058096051216,adtrouwtelnrcvk,2014,2018
571,"('gedwongen_prostitutie', 'remco')",-0.059635888785123825,adtrouwtelnrcvk,2014,2018
572,"('gedwongen_prostitutie', 'wouter')",-0.007632415741682053,adtrouwtelnrcvk,2014,2018
573,"('gedwongen_prostitutie', 'thomas')",-0.014775138348340988,adtrouwtelnrcvk,2014,2018
574,"('gedwongen_prostitutie', 'michiel')",-0.024320391938090324,adtrouwtelnrcvk,2014,2018
575,"('gedwongen_prostitutie', 'bram')",0.009299978613853455,adtrouwtelnrcvk,2014,2018
576,"('zedenmisdrijven', 'teun')",-0.06018633022904396,adtrouwtelnrcvk,2014,2018
577,"('zedenmisdrijven', 'sander')",-0.023272594437003136,adtrouwtelnrcvk,2014,2018
578,"('zedenmisdrijven', 'bob')",-0.0578787699341774,adtrouwtelnrcvk,2014,2018
579,"('zedenmisdrijven', 'joost')",-0.05326668918132782,adtrouwtelnrcvk,2014,2018
580,"('zedenmisdrijven', 'maarten')",-0.10092668980360031,adtrouwtelnrcvk,2014,2018
581,"('zedenmisdrijven', 'matthijs')",-0.060004860162734985,adtrouwtelnrcvk,2014,2018
582,"('zedenmisdrijven', 'bas')",-0.14161516726016998,adtrouwtelnrcvk,2014,2018
583,"('zedenmisdrijven', 'roel')",-0.04560184106230736,adtrouwtelnrcvk,2014,2018
584,"('zedenmisdrijven', 'joris')",-0.07504436373710632,adtrouwtelnrcvk,2014,2018
585,"('zedenmisdrijven', 'jeroen')",-0.06646338850259781,adtrouwtelnrcvk,2014,2018
586,"('zedenmisdrijven', 'daan')",-0.10949567705392838,adtrouwtelnrcvk,2014,2018
587,"('zedenmisdrijven', 'lucas')",0.05883035436272621,adtrouwtelnrcvk,2014,2018
588,"('zedenmisdrijven', 'thijs')",-0.0500381775200367,adtrouwtelnrcvk,2014,2018
589,"('zedenmisdrijven', 'remco')",-0.11379499733448029,adtrouwtelnrcvk,2014,2018
590,"('zedenmisdrijven', 'wouter')",-0.055366888642311096,adtrouwtelnrcvk,2014,2018
591,"('zedenmisdrijven', 'thomas')",0.0073760817758738995,adtrouwtelnrcvk,2014,2018
592,"('zedenmisdrijven', 'michiel')",-0.08165545761585236,adtrouwtelnrcvk,2014,2018
593,"('zedenmisdrijven', 'bram')",0.038425516337156296,adtrouwtelnrcvk,2014,2018
594,"('aanranding', 'teun')",-0.07659837603569031,adtrouwtelnrcvk,2014,2018
595,"('aanranding', 'sander')",-0.08344077318906784,adtrouwtelnrcvk,2014,2018
596,"('aanranding', 'bob')",-0.019692588597536087,adtrouwtelnrcvk,2014,2018
597,"('aanranding', 'joost')",-0.10190629214048386,adtrouwtelnrcvk,2014,2018
598,"('aanranding', 'maarten')",-0.15642285346984863,adtrouwtelnrcvk,2014,2018
599,"('aanranding', 'matthijs')",-0.05937308445572853,adtrouwtelnrcvk,2014,2018
600,"('aanranding', 'bas')",-0.11282969266176224,adtrouwtelnrcvk,2014,2018
601,"('aanranding', 'roel')",-0.13439981639385223,adtrouwtelnrcvk,2014,2018
602,"('aanranding', 'joris')",-0.14664363861083984,adtrouwtelnrcvk,2014,2018
603,"('aanranding', 'jeroen')",-0.16601572930812836,adtrouwtelnrcvk,2014,2018
604,"('aanranding', 'daan')",-0.09745888411998749,adtrouwtelnrcvk,2014,2018
605,"('aanranding', 'lucas')",-0.002635990036651492,adtrouwtelnrcvk,2014,2018
606,"('aanranding', 'thijs')",-0.10247496515512466,adtrouwtelnrcvk,2014,2018
607,"('aanranding', 'remco')",-0.1623847484588623,adtrouwtelnrcvk,2014,2018
608,"('aanranding', 'wouter')",-0.14544595777988434,adtrouwtelnrcvk,2014,2018
609,"('aanranding', 'thomas')",-0.0005237594014033675,adtrouwtelnrcvk,2014,2018
610,"('aanranding', 'michiel')",-0.13491958379745483,adtrouwtelnrcvk,2014,2018
611,"('aanranding', 'bram')",-0.008161035366356373,adtrouwtelnrcvk,2014,2018
612,"('aanrandingen', 'teun')",-0.14385035634040833,adtrouwtelnrcvk,2014,2018
613,"('aanrandingen', 'sander')",-0.11828853189945221,adtrouwtelnrcvk,2014,2018
614,"('aanrandingen', 'bob')",-0.1483900547027588,adtrouwtelnrcvk,2014,2018
615,"('aanrandingen', 'joost')",-0.10903459787368774,adtrouwtelnrcvk,2014,2018
616,"('aanrandingen', 'maarten')",-0.16842643916606903,adtrouwtelnrcvk,2014,2018
617,"('aanrandingen', 'matthijs')",-0.11620931327342987,adtrouwtelnrcvk,2014,2018
618,"('aanrandingen', 'bas')",-0.17521525919437408,adtrouwtelnrcvk,2014,2018
619,"('aanrandingen', 'roel')",-0.1399816870689392,adtrouwtelnrcvk,2014,2018
620,"('aanrandingen', 'joris')",-0.15964899957180023,adtrouwtelnrcvk,2014,2018
621,"('aanrandingen', 'jeroen')",-0.1533549726009369,adtrouwtelnrcvk,2014,2018
622,"('aanrandingen', 'daan')",-0.13472163677215576,adtrouwtelnrcvk,2014,2018
623,"('aanrandingen', 'lucas')",-0.089840829372406,adtrouwtelnrcvk,2014,2018
624,"('aanrandingen', 'thijs')",-0.10647759586572647,adtrouwtelnrcvk,2014,2018
625,"('aanrandingen', 'remco')",-0.14506787061691284,adtrouwtelnrcvk,2014,2018
626,"('aanrandingen', 'wouter')",-0.1099795401096344,adtrouwtelnrcvk,2014,2018
627,"('aanrandingen', 'thomas')",-0.07973696291446686,adtrouwtelnrcvk,2014,2018
628,"('aanrandingen', 'michiel')",-0.13392230868339539,adtrouwtelnrcvk,2014,2018
629,"('aanrandingen', 'bram')",-0.05717974528670311,adtrouwtelnrcvk,2014,2018
630,"('zedenmisdrijf', 'teun')",0.033110491931438446,adtrouwtelnrcvk,2014,2018
631,"('zedenmisdrijf', 'sander')",0.030640659853816032,adtrouwtelnrcvk,2014,2018
632,"('zedenmisdrijf', 'bob')",0.011763137765228748,adtrouwtelnrcvk,2014,2018
633,"('zedenmisdrijf', 'joost')",-0.009992220439016819,adtrouwtelnrcvk,2014,2018
634,"('zedenmisdrijf', 'maarten')",-0.049828775227069855,adtrouwtelnrcvk,2014,2018
635,"('zedenmisdrijf', 'matthijs')",-0.013349641114473343,adtrouwtelnrcvk,2014,2018
636,"('zedenmisdrijf', 'bas')",-0.023550985381007195,adtrouwtelnrcvk,2014,2018
637,"('zedenmisdrijf', 'roel')",0.051579587161540985,adtrouwtelnrcvk,2014,2018
638,"('zedenmisdrijf', 'joris')",-0.01575963757932186,adtrouwtelnrcvk,2014,2018
639,"('zedenmisdrijf', 'jeroen')",-0.002048407681286335,adtrouwtelnrcvk,2014,2018
640,"('zedenmisdrijf', 'daan')",0.0027993645053356886,adtrouwtelnrcvk,2014,2018
641,"('zedenmisdrijf', 'lucas')",0.11820658296346664,adtrouwtelnrcvk,2014,2018
642,"('zedenmisdrijf', 'thijs')",0.003334196051582694,adtrouwtelnrcvk,2014,2018
643,"('zedenmisdrijf', 'remco')",0.005789634771645069,adtrouwtelnrcvk,2014,2018
644,"('zedenmisdrijf', 'wouter')",0.01516745239496231,adtrouwtelnrcvk,2014,2018
645,"('zedenmisdrijf', 'thomas')",0.01239913422614336,adtrouwtelnrcvk,2014,2018
646,"('zedenmisdrijf', 'michiel')",-0.007012253161519766,adtrouwtelnrcvk,2014,2018
647,"('zedenmisdrijf', 'bram')",0.10413558781147003,adtrouwtelnrcvk,2014,2018
648,"('verkrachtingen', 'teun')",-0.16197142004966736,adtrouwtelnrcvk,2014,2018
649,"('verkrachtingen', 'sander')",-0.1473921239376068,adtrouwtelnrcvk,2014,2018
650,"('verkrachtingen', 'bob')",-0.10546678304672241,adtrouwtelnrcvk,2014,2018
651,"('verkrachtingen', 'joost')",-0.12882713973522186,adtrouwtelnrcvk,2014,2018
652,"('verkrachtingen', 'maarten')",-0.15980009734630585,adtrouwtelnrcvk,2014,2018
653,"('verkrachtingen', 'matthijs')",-0.15947045385837555,adtrouwtelnrcvk,2014,2018
654,"('verkrachtingen', 'bas')",-0.1929323524236679,adtrouwtelnrcvk,2014,2018
655,"('verkrachtingen', 'roel')",-0.14472104609012604,adtrouwtelnrcvk,2014,2018
656,"('verkrachtingen', 'joris')",-0.16335299611091614,adtrouwtelnrcvk,2014,2018
657,"('verkrachtingen', 'jeroen')",-0.1787930727005005,adtrouwtelnrcvk,2014,2018
658,"('verkrachtingen', 'daan')",-0.18388880789279938,adtrouwtelnrcvk,2014,2018
659,"('verkrachtingen', 'lucas')",-0.057312142103910446,adtrouwtelnrcvk,2014,2018
660,"('verkrachtingen', 'thijs')",-0.13283558189868927,adtrouwtelnrcvk,2014,2018
661,"('verkrachtingen', 'remco')",-0.1833478957414627,adtrouwtelnrcvk,2014,2018
662,"('verkrachtingen', 'wouter')",-0.15989097952842712,adtrouwtelnrcvk,2014,2018
663,"('verkrachtingen', 'thomas')",-0.04892105981707573,adtrouwtelnrcvk,2014,2018
664,"('verkrachtingen', 'michiel')",-0.16277162730693817,adtrouwtelnrcvk,2014,2018
665,"('verkrachtingen', 'bram')",-0.06285952776670456,adtrouwtelnrcvk,2014,2018
666,"('seksuele_intimidatie', 'teun')",-0.04220820963382721,adtrouwtelnrcvk,2014,2018
667,"('seksuele_intimidatie', 'sander')",-0.03473573178052902,adtrouwtelnrcvk,2014,2018
668,"('seksuele_intimidatie', 'bob')",0.04256497696042061,adtrouwtelnrcvk,2014,2018
669,"('seksuele_intimidatie', 'joost')",-0.08168812096118927,adtrouwtelnrcvk,2014,2018
670,"('seksuele_intimidatie', 'maarten')",-0.0223865807056427,adtrouwtelnrcvk,2014,2018
671,"('seksuele_intimidatie', 'matthijs')",-0.024470023810863495,adtrouwtelnrcvk,2014,2018
672,"('seksuele_intimidatie', 'bas')",-0.10213124752044678,adtrouwtelnrcvk,2014,2018
673,"('seksuele_intimidatie', 'roel')",-0.09681173413991928,adtrouwtelnrcvk,2014,2018
674,"('seksuele_intimidatie', 'joris')",-0.06203514710068703,adtrouwtelnrcvk,2014,2018
675,"('seksuele_intimidatie', 'jeroen')",-0.08152653276920319,adtrouwtelnrcvk,2014,2018
676,"('seksuele_intimidatie', 'daan')",-0.03476666659116745,adtrouwtelnrcvk,2014,2018
677,"('seksuele_intimidatie', 'lucas')",-0.07816795259714127,adtrouwtelnrcvk,2014,2018
678,"('seksuele_intimidatie', 'thijs')",-0.06575315445661545,adtrouwtelnrcvk,2014,2018
679,"('seksuele_intimidatie', 'remco')",-0.10824471712112427,adtrouwtelnrcvk,2014,2018
680,"('seksuele_intimidatie', 'wouter')",-0.10363302379846573,adtrouwtelnrcvk,2014,2018
681,"('seksuele_intimidatie', 'thomas')",-0.030289316549897194,adtrouwtelnrcvk,2014,2018
682,"('seksuele_intimidatie', 'michiel')",-0.04133979603648186,adtrouwtelnrcvk,2014,2018
683,"('seksuele_intimidatie', 'bram')",-0.024794848635792732,adtrouwtelnrcvk,2014,2018
684,"('groepsverkrachting', 'teun')",-0.0492895133793354,adtrouwtelnrcvk,2014,2018
685,"('groepsverkrachting', 'sander')",-0.03981759026646614,adtrouwtelnrcvk,2014,2018
686,"('groepsverkrachting', 'bob')",-0.007346999365836382,adtrouwtelnrcvk,2014,2018
687,"('groepsverkrachting', 'joost')",-0.1113535612821579,adtrouwtelnrcvk,2014,2018
688,"('groepsverkrachting', 'maarten')",-0.13180463016033173,adtrouwtelnrcvk,2014,2018
689,"('groepsverkrachting', 'matthijs')",-0.13196556270122528,adtrouwtelnrcvk,2014,2018
690,"('groepsverkrachting', 'bas')",-0.13423414528369904,adtrouwtelnrcvk,2014,2018
691,"('groepsverkrachting', 'roel')",-0.09170574694871902,adtrouwtelnrcvk,2014,2018
692,"('groepsverkrachting', 'joris')",-0.042152196168899536,adtrouwtelnrcvk,2014,2018
693,"('groepsverkrachting', 'jeroen')",-0.10530199855566025,adtrouwtelnrcvk,2014,2018
694,"('groepsverkrachting', 'daan')",-0.06671777367591858,adtrouwtelnrcvk,2014,2018
695,"('groepsverkrachting', 'lucas')",0.09253687411546707,adtrouwtelnrcvk,2014,2018
696,"('groepsverkrachting', 'thijs')",-0.03786959499120712,adtrouwtelnrcvk,2014,2018
697,"('groepsverkrachting', 'remco')",-0.08995915204286575,adtrouwtelnrcvk,2014,2018
698,"('groepsverkrachting', 'wouter')",-0.06317059695720673,adtrouwtelnrcvk,2014,2018
699,"('groepsverkrachting', 'thomas')",0.023814363405108452,adtrouwtelnrcvk,2014,2018
700,"('groepsverkrachting', 'michiel')",-0.08597047626972198,adtrouwtelnrcvk,2014,2018
701,"('groepsverkrachting', 'bram')",0.03096347115933895,adtrouwtelnrcvk,2014,2018
702,"('handtastelijkheden', 'teun')",-0.08630229532718658,adtrouwtelnrcvk,2014,2018
703,"('handtastelijkheden', 'sander')",-0.043725572526454926,adtrouwtelnrcvk,2014,2018
704,"('handtastelijkheden', 'bob')",-0.00963540654629469,adtrouwtelnrcvk,2014,2018
705,"('handtastelijkheden', 'joost')",-0.11031810194253922,adtrouwtelnrcvk,2014,2018
706,"('handtastelijkheden', 'maarten')",-0.18685445189476013,adtrouwtelnrcvk,2014,2018
707,"('handtastelijkheden', 'matthijs')",-0.03756900876760483,adtrouwtelnrcvk,2014,2018
708,"('handtastelijkheden', 'bas')",-0.15006498992443085,adtrouwtelnrcvk,2014,2018
709,"('handtastelijkheden', 'roel')",-0.13323663175106049,adtrouwtelnrcvk,2014,2018
710,"('handtastelijkheden', 'joris')",-0.11679335683584213,adtrouwtelnrcvk,2014,2018
711,"('handtastelijkheden', 'jeroen')",-0.13539540767669678,adtrouwtelnrcvk,2014,2018
712,"('handtastelijkheden', 'daan')",-0.11967828869819641,adtrouwtelnrcvk,2014,2018
713,"('handtastelijkheden', 'lucas')",-0.022738438099622726,adtrouwtelnrcvk,2014,2018
714,"('handtastelijkheden', 'thijs')",-0.070134237408638,adtrouwtelnrcvk,2014,2018
715,"('handtastelijkheden', 'remco')",-0.15418165922164917,adtrouwtelnrcvk,2014,2018
716,"('handtastelijkheden', 'wouter')",-0.1464359015226364,adtrouwtelnrcvk,2014,2018
717,"('handtastelijkheden', 'thomas')",-0.008477656170725822,adtrouwtelnrcvk,2014,2018
718,"('handtastelijkheden', 'michiel')",-0.164913147687912,adtrouwtelnrcvk,2014,2018
719,"('handtastelijkheden', 'bram')",-0.00857369601726532,adtrouwtelnrcvk,2014,2018
720,"('seksueel_misbruik', 'teun')",-0.02750394120812416,adtrouwtelnrcvk,2014,2018
721,"('seksueel_misbruik', 'sander')",-0.05268097668886185,adtrouwtelnrcvk,2014,2018
722,"('seksueel_misbruik', 'bob')",-0.020923221483826637,adtrouwtelnrcvk,2014,2018
723,"('seksueel_misbruik', 'joost')",-0.03248162940144539,adtrouwtelnrcvk,2014,2018
724,"('seksueel_misbruik', 'maarten')",-0.05339799448847771,adtrouwtelnrcvk,2014,2018
725,"('seksueel_misbruik', 'matthijs')",0.015806935727596283,adtrouwtelnrcvk,2014,2018
726,"('seksueel_misbruik', 'bas')",-0.1242736205458641,adtrouwtelnrcvk,2014,2018
727,"('seksueel_misbruik', 'roel')",-0.10211455076932907,adtrouwtelnrcvk,2014,2018
728,"('seksueel_misbruik', 'joris')",-0.07696313410997391,adtrouwtelnrcvk,2014,2018
729,"('seksueel_misbruik', 'jeroen')",-0.06731420755386353,adtrouwtelnrcvk,2014,2018
730,"('seksueel_misbruik', 'daan')",-0.04524054378271103,adtrouwtelnrcvk,2014,2018
731,"('seksueel_misbruik', 'lucas')",0.03465612605214119,adtrouwtelnrcvk,2014,2018
732,"('seksueel_misbruik', 'thijs')",-0.030436893925070763,adtrouwtelnrcvk,2014,2018
733,"('seksueel_misbruik', 'remco')",-0.07221077382564545,adtrouwtelnrcvk,2014,2018
734,"('seksueel_misbruik', 'wouter')",-0.08270390331745148,adtrouwtelnrcvk,2014,2018
735,"('seksueel_misbruik', 'thomas')",0.049308501183986664,adtrouwtelnrcvk,2014,2018
736,"('seksueel_misbruik', 'michiel')",-0.11726752668619156,adtrouwtelnrcvk,2014,2018
737,"('seksueel_misbruik', 'bram')",0.05167228356003761,adtrouwtelnrcvk,2014,2018
738,"('groepsverkrachtingen', 'teun')",-0.06158510968089104,adtrouwtelnrcvk,2014,2018
739,"('groepsverkrachtingen', 'sander')",-0.01906071975827217,adtrouwtelnrcvk,2014,2018
740,"('groepsverkrachtingen', 'bob')",0.0751725360751152,adtrouwtelnrcvk,2014,2018
741,"('groepsverkrachtingen', 'joost')",-0.09045173227787018,adtrouwtelnrcvk,2014,2018
742,"('groepsverkrachtingen', 'maarten')",-0.12219952791929245,adtrouwtelnrcvk,2014,2018
743,"('groepsverkrachtingen', 'matthijs')",-0.15292789041996002,adtrouwtelnrcvk,2014,2018
744,"('groepsverkrachtingen', 'bas')",-0.12041714042425156,adtrouwtelnrcvk,2014,2018
745,"('groepsverkrachtingen', 'roel')",-0.03635384887456894,adtrouwtelnrcvk,2014,2018
746,"('groepsverkrachtingen', 'joris')",-0.08675538748502731,adtrouwtelnrcvk,2014,2018
747,"('groepsverkrachtingen', 'jeroen')",-0.11919474601745605,adtrouwtelnrcvk,2014,2018
748,"('groepsverkrachtingen', 'daan')",-0.09285113215446472,adtrouwtelnrcvk,2014,2018
749,"('groepsverkrachtingen', 'lucas')",0.03945903480052948,adtrouwtelnrcvk,2014,2018
750,"('groepsverkrachtingen', 'thijs')",-0.046834349632263184,adtrouwtelnrcvk,2014,2018
751,"('groepsverkrachtingen', 'remco')",-0.09654584527015686,adtrouwtelnrcvk,2014,2018
752,"('groepsverkrachtingen', 'wouter')",-0.05994412302970886,adtrouwtelnrcvk,2014,2018
753,"('groepsverkrachtingen', 'thomas')",0.05943749472498894,adtrouwtelnrcvk,2014,2018
754,"('groepsverkrachtingen', 'michiel')",-0.04822041466832161,adtrouwtelnrcvk,2014,2018
755,"('groepsverkrachtingen', 'bram')",-0.04957948252558708,adtrouwtelnrcvk,2014,2018
